__ON__ LIEB ZUSCHAUER ABEND	liebe zuschauer guten abend .
SONST SUED ALPEN BISSCHEN AUFLOESEN NORD KLAR	sonst lässt der regen von den alpen her ein bisschen nach im norden wird es dann klar .
__EMP__ KUEHL loc-REGION MECKLENBURG-VORPOMMERN SECHS BIS NEUN GRAD loc-REGION MEHR MILD WOLKE HIMMEL __OFF__	es war ziemlich kühl in schleswig holstein und mecklenburg vorpommern nur sechs bis neun grad wesentlich milder unter den regenwolken in süddeutschland .
MORGEN loc-REGION SECHSZEHN BIS ZWANZIG GRAD WARM	und dort dann morgen temperaturen ähnlich wie heute sechzehn bis zwanzig grad wärmer wird es dort kaum .
loc-REGION MEHR SONNE ZWANZIG BIS VIER ZWANZIG GRAD NUR WASSER HOEHE ZWISCHEN BISSCHEN WIND KUEHL	aber in norddeutschland mit sonnenschein zwanzig bis vierundzwanzig grad nur direkt am wasser von nord und ostsee ist es ein bisschen kühler .
ABER TOLL WETTER SONNE DURCHGEHEND DURCHGEHEND BIS-MORGEN NUR LEICHT WEHEN	aber dort haben wir dann auch traumwetter sonnenschein den ganzen tag über dabei nur ein leichter schwacher nördlicher wind .
SONST loc-REGION WIND STARK MITTE BERG	auch sonst ist der wird nicht sehr stark morgen und dann wolkig über den mittelgebirgen .
WOLKE WOLKE __PU__ WOLKE REGEN REGEN KOENNEN VOR MITTAG BESONDERS loc-REGION	und ab dem main naja da ist es trüb es regnet zeitweise vormittags vor allem in rheinland pfalz wahrscheinlich .
NACH MITTAG BESONDERS SUED loc-REGION REGEN-PLUSPLUS GEWITTER __OFF__	nachmittags kommt vor allen dingen in süddeutschland kräftiger regenschauer und gewitter dazu .
__ON__ STURM KOENNEN IX-PLUSPLUS __EMP__ SONST EINIGERMASSEN SCHON WIND SCHWACH	nur einzelne sturmböen kann es da geben aber sonst ist der wind schon deutlich schwächer .
DANN FREITAG GLEICH-BLEIBEN REGEN-PLUSPLUS GEWITTER KOMMEN NORD SONNE	freitag tja kaum eine änderung immer noch regen und gewitter in süddeutschland sonne im norden .
DANN __PU__ WOCHENENDE	dann am wochenende nichts berühmtes .
WAHRSCHEINLICH WIR MERKEN KUEHL NASS	es wird für uns alle kühl und nass .
SCHOEN ABEND MACHEN GUT WUENSCHEN __OFF__	ihnen einen schönen abend und machen sie es gut .
__ON__ JETZT MORGEN WETTER WIE-AUSSEHEN DONNERSTAG SIEBZEHN JUNI __OFF__	und nun die wettervorhersage für morgen donnerstag den siebzehnten juni .
__ON__ TAG NORD SONNE MITTE MITTE REGEN-PLUSPLUS KOENNEN SUED REGEN-PLUSPLUS GEWITTER __OFF__	am tag im norden viel sonne in der mitte und im süden regnet es mitunter ergiebig im süden sind kräftige gewitter dabei .
__ON__ WIND WEHEN WEHEN SCHWACH MAESSIG MAESSIG MITTE WEHEN FRISCH KOENNEN __OFF__	der wind weht morgen schwach bis mäßig in der mitte teilweise noch frisch .
__ON__ HEUTE NACHT VIERZEHN loc-SUED FUENF GRAD NORD __OFF__	heute nacht vierzehn grad im südwesten und fünf grad im norden .
__ON__ TAG VIERZEHN GRAD DURCH REGEN REGEN loc-REGION ACHTZEHN BIS FUENF ZWANZIG GRAD __OFF__	am tag vierzehn grad bei dauerregen sonst werte zwischen achtzehn und fünfundzwanzig grad .
__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN DONNERSTAG SIEBZEHN MAERZ __OFF__	und nun die wettervorhersage für morgen donnerstag den siebzehnten märz .
__ON__ BISSCHEN WOLKE WOLKE __EMP__ WETTER AUCH __LEFTHAND__	zwei tiefdruckgebiete bestimmen in den nächsten tagen unser wetter .
ABER MITTE MEER REGION NORD SUED UND OST DEUTSCH LAND MEISTENS REGEN REGEN REGEN	eins über dem mittelmeer das dem süden und osten deutschlands gebietsweise kräftigen regen bringt .
ANDERE VON MEER cl-KOMMEN cl-KOMMEN cl-KOMMEN FREITAG NACHT cl-KOMMEN KOMMEN NORDWESTRAUM KOMMEN REGEN REGEN REGION	ein anderes das vom atlantik heranzieht und am freitag abend regenwolken in den nordwesten lenkt .
SELBE NORDWESTRAUM AUCH UND SUEDOSTRAUM MEHR TROCKEN __LEFTHAND__ SONST REGION REGION VIEL REGEN-PLUSPLUS NORDOSTRAUM __HOLD__ MEISTENS REGEN REGEN REGEN	dort sowie im südosten ist es heute nacht meist trocken sonst fällt zeitweise regen der im südwesten und osten zum teil kräftig ist .
TAG AUCH NORD WESTRAUM MEHR TROCKEN REGION REST REGION ORT-PLUSPLUS REGEN REGEN SUEDOSTRAUM MEHR LANG STARK REGEN REGEN REGEN	auch am tag gibt es viele wolken im nordwesten und westen bleibt es meist trocken im übrigen land regnet es zeitweise im osten und südosten zum teil länger andauernd und kräftig .
NACHT TEMPERATUR NULL GRAD KUESTE BIS ACHT FLUSS	in der nacht temperaturen von null grad in küstennähe bis acht am oberrhein .
I S FLUSS MORGEN KOENNEN BIS DREIZEHN GRAD KUESTE ZWEI GRAD KUEHL-PLUSPLUS __OFF__	an der isar morgen bis dreizehn grad an der küste bleibt es mit zwei grad recht kalt .
__ON__ BERG BIS LAUSITZ WEITER REGEN REGEN BERG IX MOEGLICH SCHNEE SCHNEE	von den alpen bis zur lausitz fällt am freitag noch regen im bergland zum teil schnee .
DANN NORDWESTRAUM MOEGLICH KOMMEN NEU REGEN REGEN	am abend zieht von nordwesten neuer regen heran .
WOCHENENDE WETTER WECHSELHAFT-PLUSPLUS ABER SONNTAG MEHR cl-KOMMEN SCHOEN __OFF__	am wochenende unbeständiges wetter aber am sonntag wird es von norden zunehmend freundlicher .
__ON__ JETZT WETTER MORGEN MONTAG SIEBZEHN MAI WIE-AUSSEHEN ZEIGEN __OFF__	und nun die wettervorhersage für morgen montag den siebzehnten mai .
__ON__ TIEF DRUCK KOMMEN KOMMEN MORGEN REGEN OFT REGEN BESTIMMT REGEN REGEN	das tief das von großbritannien nach deutschland zieht sorgt morgen vielerorts für schauer .
__ON__ IM-VERLAUF REGEN-PLUSPLUS MIT GEWITTER KOENNEN loc-REGION-PLUSPLUS loc-NORD loc-OST loc-REGION BLEIBEN TROCKEN __OFF__	im laufe des tages muss recht verbreitet mit schauern und einzelnen gewittern gerechnet werden von der küste bis in den osten bleibt es größtenteils trocken .
__ON__ HEUTE NACHT SIEBEN BIS EINS GRAD KOENNEN BODEN FROST	heute nacht sieben bis ein grad stellenweise gibt es bodenfrost .
MORGEN ZEHN GRAD ALPEN IX SIEBZEHN GRAD OST BRAND BURG loc-REGION __OFF__	morgen zehn grad an den alpen und bis siebzehn grad in brandenburg .
__ON__ DIENSTAG loc-SUED REGEN REGEN loc-NORD FREUNDLICH __OFF__	am dienstag regnet es im süden und osten hier und da sonst ist es meist freundlich .
__ON__ MITTWOCH loc-REGION VIEL REGEN NUR loc-WEST loc-WEST BISSCHEN SONNE __OFF__	am mittwoch regnet es verbreitet ganz im westen und nordwesten etwas sonne .
__ON__ DONNERSTAG loc-NORDWEST FREUNDLICH loc-SUEDOST REGEN __OFF__	am donnerstag ist es im westen und nordwesten freundlich sonst regnet es mancherorts .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN SIEBZEHN NOVEMBER __OFF__	und nun die wettervorhersage für morgen dienstag den siebzehnten november .
IM-VERLAUF OB HOCH __PU__ DESHALB FREUNDLICH MEHR FREUNDLICH	im laufe der woche sorgt ein mittelmeerhoch aber wieder für freundlicheres wetter .
HEUTE ABEND WOLKE MEHR WENIG __EMP__ ALPEN MAL ORT ORT	heute nacht gibt es mal mehr mal weniger wolken vor allem in der nordhälfte und am alpenrand auch mal lücken .
MAL MAL REGEN REGEN	gelegentlich fällt regen .
SPAETER loc-SUED MEHR STARK MORGEN VERBREITEN STARK REGEN	der wird später im südwesten stärker und breitet sich morgen über die mitte richtung nordosten aus .
loc-SUED WOLKE AUFLOESEN TEIL TEIL FREUNDLICH FREUNDLICH MOEGLICH __OFF__	im süden lockern die wolken teilweise auf und es kann gebietsweise recht freundlich werden .
__ON__ WIND MAESSIG MAESSIG TEIL WEHEN-PLUSPLUS ZEIGEN	es weht ein schwacher bis mäßiger zum teil stark böiger wind aus süd bis südwest .
loc-KUESTE WEHEN BERG loc-SUED ORKAN WEHEN WEHEN MOEGLICH __PU__	an der nordsee stürmische auf den bergen der südhälfte sind orkanartige böen möglich .
ALPEN GRENZE KLAR HIER NUR VIER FLUSS MAXIMAL ELF	am alpenrand unter klarem himmel heute nacht nur vier am oberrhein bis elf grad .
SUED ZWANZIG ANDERE IX ZEHN MAXIMAL SECHSZEHN __OFF__	im äußersten süden morgen bis zwanzig sonst zehn bis sechzehn grad .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN MORGEN FREITAG FREITAG SIEBZEHN SEPTEMBER __OFF__	und nun die wettervorhersage für morgen freitag den siebzehnten september .
__ON__ SKANDINAVIEN IX TIEF REGION DEUTSCH cl-KOMMEN cl-KOMMEN cl-KOMMEN cl-KOMMEN KUEHL	das tief über skandinavien sorgt bei uns in deutschland für relativ kühles durchwachsenes wetter .
TAG MAL SONNE MEISTENS WOLKE SUEDWESTRAUM MEHR FREUNDLICH SONNE IX	am tag mal sonne mal dichtere wolken wobei es im südwesten am freundlichsten wird .
ALPEN WAHRSCHEINLICH REGEN REGEN SUED SUED SCHAUER SCHAUER NORDRAUM SCHAUER SCHAUER KURZ GEWITTER __OFF__	an den alpen fällt hier und da noch regen in der südhälfte einzelne schauer in der nordhälfte einige schauer und kurze gewitter .
__ON__ WIND SCHWACH MAESSIG IX WEHEN FRISCH STURM IX AUCH STURM WIRBEL MOEGLICH __OFF__	der wind weht schwach bis mäßig im norden weht er frisch mit starken bis stürmischen böen an der see einzelne sturmböen .
__ON__ SAMSTAG NORDRAUM SCHAUER SCHAUER KUESTE VIEL WIND SONST REGION FREUNDLICH SONNE ALPEN BISSCHEN TROPFEN TROPFEN REGEN REGEN	am samstag in der nordhälfte einzelne schauer an den küsten viel wind sonst ist es freundlich nur an den alpen regnet es vereinzelt .
__ON__ MONTAG SUED VIEL SONNE SONST SONNE WOLKE SCHAUER SCHAUER __OFF__	am montag scheint im süden oft die sonne sonst sonne wolken und einzelne schauer .
__ON__ JETZT WETTER MORGEN SONNTAG ACHTZEHN APRIL __OFF__	und nun die wettervorhersage für morgen sonntag den achtzehnten april .
ABER SUED loc-REGION LUFT MEHR FEUCHT	etwas feuchtere luft strömt allerdings in den süden .
NACH MITTAG KOENNEN REGEN REGEN __PU__	dort fallen am nachmittag einige schauer .
NACHT IM-VERLAUF KLAR __EMP__ ALPEN NORD AM-KUESTE MOEGLICH WOLKE	die nacht verläuft meist klar nur die küsten und die alpen ziehen ein paar wolken .
MORGEN HAUPTSAECHLICH SONNE WOLKE WO SUED loc-REGION NACH MITTAG SUED loc-REGION SCHAUER SCHAUER MOEGLICH GEWITTER DABEI __OFF__	am tag viel sonnenschein dichtere wolken zeigen sich im süden am nachmittag entwickeln sich südlich der donau einzelne schauer teilweise sind gewitter dabei .
__ON__ WIND SCHWACH WEHEN __PU__ neg-KLAR AM-KUESTE IX MAESSIG BIS STARK __PU__	der wind weht schwach aus unterschiedlichen richtungen an den küsten sowie bei schauern und gewittern weht er mäßig bis stark .
HEUTE NACHT SECHS BIS NULL GRAD MOEGLICH TAL IX MINUS ZWEI __OFF__	heute nacht sechs bis null grad in einigen tälern stellenweise minus zwei grad .
__ON__ MORGEN MEER ELF GRAD FLUSS EINS ZWANZIG GRAD MOEGLICH __PU__	am tag elf grad am meer und bis einundzwanzig grad am niederrhein .
MONTAG MEHR SONNE __PU__ WOLKE WENIG ABER NACH MITTAG ALPEN UND SCHWARZ WALD REGEN REGEN	am montag mehr sonne als wolken einzelne schauer fallen vor allem am nachmittag über den alpen und im schwarzwald .
MITTWOCH HAUPTSAECHLICH NORD __EMP__ loc-REGION REGEN REGEN SUED loc-REGION MEHR TROCKEN __PU__ BESSER __OFF__	am mittwoch vor allem im norden regen und graupelschauer im süden längere trockene phasen .
__ON__ HEUTE REGION HOCH cl-KOMMEN ABER SONNE IX-PLUSPLUS SCHWIERIG SCHEINEN SCHEINEN SCHEINEN BESONDERS MITTE MITTE REGION MITTE	deutschland liegt zwar unter hochdruckeinfluss aber die sonne hat es dennoch in einigen regionen recht schwer vor allem über den mittleren landesteilen .
WIND SCHWACH SCHWACH FEUCHT SCHUETZEN VERTREIBEN VERTREIBEN SCHWIERIG-PLUSPLUS	der schwache wind kann die feuchte luft nur langsam richtung nordosten drängen .
IX IX HEUTE-NACHT KLAR MITTE NORDRAUM WOLKE WOLKE WOLKE __HOLD__ TEIL LOCKER	im süden ist der himmel heute nacht verbreitet klar in der mitte und im norden teils dicht bewölkt teils aufgelockert .
NORDRAUM MEHR WOLKE HIMMEL WOLKE NEBEL __PU__	vor allem im norden werden die wolkenlücken häufig wieder von nebelfeldern geschlossen .
IX REGION SONNE __HOLD__ IX IX IX SPAETER SPAETER __HOLD__ WOLKE-PLUSPLUS	südlich des mains scheint morgen verbreitet die sonne aber auch dort bilden sich später ein paar quellwolken .
REGION WECHSELHAFT-PLUSPLUS WOLKE SONNE WOLKE SONNE IX BLEIBEN TROCKEN	ansonsten wechseln sich teilweise dichte wolken und sonne ab es bleibt überall trocken .
WEHEN IX WEHEN MAESSIG MAESSIG MAESSIG	meist schwacher an der küste auch mäßiger wind aus ost bis südost .
SUED KLAR LEICHT FROST FLUSS FLUSS SIEBEN	im süden unter klarem himmel heute nacht leichter frost an main und spree bis sieben grad .
MORGEN MORGEN DREIZEHN NORDRAUM NEUNZEHN BIS ZWEI ZWANZIG REGION B REGION	morgen dreizehn grad an der ostsee neunzehn an der ems und bis zweiundzwanzig grad im breisgau .
DIENSTAG NORD NORDOSTRAUM TEIL WOLKE TEIL SONNE REGION SONNE WOLKE	am dienstag im norden und nordosten teils dichte wolken teils sonne sonst meist sonnig mit ein paar quellwolken .
MITTWOCH DONNERSTAG MEISTENS FREUNDLICH NOCH-MEHR WARM	mittwoch und donnerstag überwiegend freundlich und noch wärmer .
ABEND WEST SUEDWESTRAUM BISSCHEN SCHAUER GEWITTER __OFF__	abends gibt es im westen und südwesten örtliche schauer und gewitter .
__ON__ ABEND LIEB ZUSCHAUER __OFF__	guten abend liebe zuschauer .
AUTO FAHREN KOENNEN	autofahren kann jetzt zur rutschpartie werden .
HEUTE NACH MITTAG SCHON REGEN JETZT ABEND KUEHL WEST loc-REGION LAND KOENNEN	schon heute nachmittag hatten wir den regen und jetzt in den abendstunden eben auch schon im westen .
WEITER NORD KOMMEN HEUTE ABEND SCHNEE SCHNEE KOENNEN MORGEN KUESTE HABEN VERAENDERN REGEN REGEN	das zieht weiter nach norden teilweise wird es in dieser nacht dort schneien morgen noch anfangs an den küsten dann wird regen draus .
ES-BEDEUTET GLATT IN-KOMMEND __OFF__	also es wird sehr glatt in den nächsten stunden .
__ON__ ABER FLUSS SCHON SCHLIMM VORBEI ABER MITTE BERG BIS NIEDERSACHSEN loc-REGION IN-KOMMEND DANN GLATT ENORM __PU__	allerdings am rhein ist das gröbste schon wieder vorbei aber hier über den mittelgebirgen bis hoch nach niedersachsen wird es in den nächsten stunden weiterhin sehr glatt sein .
SONST loc-REGION FROST __OFF__ __ON__ BIS MINUS FUENF HEUTE NACHT	ansonsten haben wir noch den frost in dieser nacht zum teil im osten eben noch bis minus fünf grad .
MORGEN __EMP__ AUFTAUCHEN loc-REGION __OFF__ NORD BERUHIGEN NACH MITTAG PLUS EINS PLUS DREI GRAD	und morgen taut deutschland dann auf etwas zögernd ist das immer noch im nordosten erst am nachmittag geht es rauf auf plus ein bis plus drei grad .
loc-REGION MEHR AKTIV SIEBEN BIS VIER GRAD	ja mutiger ist das tauwetter schon mal im westen mit vier bis sieben grad .
MORGEN BEWOELKT	aber es ist ein trüber tag morgen im größten teil deutschlands .
AM ANFANG SCHNEE KOMMEN AUCH TEILWEISE REGEN REGEN	anfangs wird es auch schneien auch an den küsten zum teil regnen .
DANN GLATT IX KOENNEN AUCH BAYERN loc-REGION	dann kann es dort glatteis geben genauso wie in bayern .
MEHR WEST loc-WEST AUFLOCKERUNG SONNE DABEI NACH MITTAG __EMP__ GUT __OFF__	im westen allerdings lockert es schon wieder ein bisschen auf da ist das am nachmittag alles vorbei .
__ON__ SONNE DABEI	und die sonne kann sogar mal wieder rauskommen .
SCHOEN ABER TATSAECHLICH FRUEHLING NICHT NOCH-NICHT	das ist ja auch ganz schön aber frühling bricht deshalb noch nicht auf .
WEITER BLEIBEN TRUEB	es wird weiterhin trüb sein .
WOCHENENDE WIEDER SCHNEE SCHNEE REGEN	und am wochenende fällt sogar wieder schnee oder schneeregen .
ABEND MACHEN GUT MITTEILEN __OFF__	ich wünsche ihnen einen schönen abend und machen sie es gut .
__ON__ JETZT MORGEN WETTER WIE-AUSSEHEN __PU__ DONNERSTAG ACHTZEHN FEBRUAR __OFF__	und nun die wettervorhersage für morgen donnerstag den achtzehnten februar .
__ON__ FRANKREICH NORD TIEF NAEHERN LUFT MILD VIEL WOLKE KOMMEN	ein tief das von frankreich zur nordsee wandert bringt uns mildere luft und viele wolken .
SCHNEE REGEN REGEN FALLEN BODEN FROST BLEIBEN GLATT KOENNEN __OFF__	und die lassen ab und zu schnee oder regen fallen der auf gefrorenem boden für gefährliche glätte sorgen kann .
loc-REGION DANN REGEN-PLUSPLUS IX-PLUSPLUS NORD SCHNEE SCHNEE loc-REGION MEHR REGEN-PLUSPLUS __OFF__	im übrigen land gebietsweise niederschläge im norden ist es meist schnee sonst zum teil regen der örtlich gefriert .
__??HOCH__ NAH KUESTE AUCH DABEI SCHNEE WEST HABEN MEHR AUFLOESEN-PLUSPLUS DANN FREUNDLICH SONNE __OFF__	in einigen hochlagen sowie in küstennähe ist schnee dabei richtung westen lockert es später wieder auf und es wird teilweise recht freundlich .
__ON__ WIND WEHEN WEHEN MAESSIG MAESSIG __PU__ __OFF__ WEST ABEND WIND KOENNEN	es weht meist ein mäßiger wind aus süd bis südwest im westen gegen abend einzelne starke böen .
__ON__ loc-SUED KOENNEN MINUS SIEBEN IX __EMP__ EINS ZWEI GRAD __OFF__	nordöstlich der elbe heute nacht bis minus sieben am oberrhein plus zwei grad .
__ON__ HEUTE ACHT loc-NORDOST UM EINS ZWEI GRAD __OFF__	dort morgen bis acht im norden und osten teilweise nur knapp über null grad .
__ON__ FREITAG BESONDERS SUED loc-SUEDOST __PU__ REGEN-PLUSPLUS BERG SCHNEE KOENNEN	am freitag fällt vor allem im süden und südosten verbreitet regen im bergland zum teil schnee .
WOCHENENDE WECHSELHAFT ES-GIBT IX-PLUSPLUS SCHNEE TEILWEISE UNTEN REGEN REGEN __OFF__	am wochenende bleibt es wechselhaft in manchen regionen fällt schnee in den niederungen auch regen .
__ON__ LIEB ZUSCHAUER GUT ABEND	liebe zuschauer guten abend .
WEST REGION MEHR HABEN VORTEIL BREMEN HAVEN REGION ODER DUESSELDORF REGION AUCH SONNE ZEHN GRAD PLUS	der westen heute von der sonne eindeutig begünstigt wie hier in bremerhaven oder auch in düsseldorf schien die sonne dort zehn grad plus .
OST MEHR KALT WETTER SO STABIL BLEIBEN BLEIBEN	viel kälter war es in der osthälfte und diese wetterlage ist sehr stabil .
MEHR OST KALT LUFT REGION BISSCHEN SCHNEE SCHNEE WEST MEHR REGEN REGEN __LEFTHAND__ BESONDERS SONNTAG __LEFTHAND__ REGEN REGEN	weiterhin kaltluft im osten mit ein bisschen schnee von westen aber der nächste regen erst zum sonntag .
HEUTE NACHT BISSCHEN NEBEL ORT-PLUSPLUS TEIL KLAR REGION OST REGION MOEGLICH BISSCHEN SCHNEE SCHNEE SCHNEE HEUTE ABEND KOENNEN KUEHL KUEHL	das heißt also heute nacht höchstens ein paar nebelfelder teilweise klar im osten da können ein paar schneeflocken rieseln und es wird ziemlich kühl heute nacht .
__ON__ MORGEN BLEIBEN BLEIBEN LEICHT BISSCHEN DAUER FROST NORDOSTRAUM SUEDWESTRAUM MEHR VERSCHWINDEN SECHS BIS ACHT GRAD UNGEFAEHR PLUS __OFF__	morgen bleibt es bei leichtem dauerfrost im äußersten nordosten richtung südwesten wird es deutlich milder immerhin so sechs bis acht grad plus .
__ON__ DAZU AUCH MEHR SONNE ALS WOLKE WOLKE FUENF BIS ACHT SONNE STUNDE UNGEFAEHR SONNE-PLUSPLUS	und dazu gibt es dort auch mehr sonne als wolken da können so fünf bis acht sonnenstunden zusammen kommen .
OST REGION MEHR WOLKE ORT-PLUSPLUS MOEGLICH BISSCHEN SCHNEE SCHNEE BERG IX AUCH BISSCHEN SCHNEE ODER REGEN REGEN REGEN AB INSGESAMT VIEL REGEN REGEN-PLUSPLUS neg-HABEN	dagegen bleibt es über der osthälfte doch trübe örtlich kann es noch etwas schneien am alpenrand fällt auch noch etwas schnee oder regen aber viel wird es insgesamt nicht werden .
MEHR TAG TEMPERATUR __LEFTHAND__ UNTERSCHIED WIE-IMMER WIE-IMMER FAST FAST __HOLD__ WEITER WEITER	und in den nächsten tagen bleiben diese temperaturgegensätze wie sie sehen fast konstant .
OST WEITER KALT MILD WEST SUEDWESTRAUM MILD TEMPERATUR WETTER RUHIG	das heißt weiterhin kalt im osten weiterhin mild im südwesten das wetter relativ ruhig .
SONNTAG ANFANG SUEDWESTRAUM BISSCHEN REGEN REGEN BERG LAND SCHNEE REGEN DABEI	erst am sonntag geht es dann los von südwesten mit etwas regen im bergland dann auch mit schnee .
SCHOEN ABEND NOCH poss-EUCH __OFF__	und jetzt wünsche ich ihnen noch einen schönen abend .
__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN FREITAG ACHTZEHN FEBRUAR __OFF__	und nun die wettervorhersage für morgen freitag den achtzehnten februar .
ABER KALT LUFT VON NORDOSTRAUM MEHR SUEDWESTRAUM WEHEN cl-KOMMEN	dabei breitet sich die kalte luft aus dem nordosten auch in den südwesten deutschlands aus .
MEHR WEST REGION MOEGLICH BISSCHEN SCHNEE SCHNEE SCHNEE	die sonne zeigt sich nur selten am ehesten im westen hier und da rieselt ein wenig schnee .
SUED REGION SUEDWESTRAUM BISSCHEN REGEN __HOLD__ neg-MEISTENS neg-REGION neg-TROCKEN	in der südwesthälfte ist gebietsweise auch etwas nieselregen dabei aber meist bleibt es trocken .
SCHWACH WEHEN NORD MAESSIG KUESTE FRISCH WEHEN NORDOSTRAUM WEHEN-PLUSPLUS	schwacher im norden zum teil mäßiger an der küste ab und zu frischer wind aus nord bis ost .
