"WHAT"	what
fs-JOHN FUTURE BUY HOUSE 	John will buy a house.
THAT IX-1p ARREST #BY COP 	That I got arrested by cop.
REALLY part:indef BIG DIFFERENT FROM HERE 	Really, its big different from here.
FATHERwg FUTURE LIKE IX-3p:i THAT:i BOOK+ FUTURE 	Father will really like that book!
fs-JOHN NOT^HAVE-TO BUY HOUSE 	John doesn't have to buy a house.
POSS-1p FATHERwg IX-3p:v (2h)alt.FORMERLY ns-GERMANY ns-SCOTLAND 	My father is of German and Scottish heritage.
IX-loc:rt ns-NORTH-CAROLINA IX-loc:rt 	in North Carolina.
fs-JOHN fs-MARY i:BLAME:j 	It is John Mary blames.
TELL fs-BILL YESTERDAY WHO fs-MARY 	Who told Bill yesterday?  Mary (did).  
part:indef NAH GO-AHEAD 	A cop thought, nah and said, "You can go ahead."
TEACHER LIKE CHOCOLATE 	The teacher likes chocolate.
(1h)HOW^MANY THREE-HUNDRED DOLLAR+ 	The skycap asked, "How much does it cost?"  The shop owner replied, "$300."
IX-1p TEND CL:1"sneaking" CAUSE PROBLEM FOR ANOTHER RESIDENCE 	I tend to sneaking and cause problems for another residences.
BUT UNKNOWN OF-COURSE NOT RAIN EVERYDAY IN ns-BOSTON UNKNOWN STILL HAVE WONDERFUL WEATHER HERE IN fs-BOSTON 	But of course, we didnt get rain everyday in Boston.  We do have wonderful weathers here.
FATHER !MUST! GIFT:j CAR fs-JOHN part:indef 	Father MUST give the car to John.
MAYBE MUST SEND BILL fs-BILL TO POSS-1p MOTHER-FATHER POSS-3p:i REALLY HAPPY part:indef 	They maybe have to send the bill to my parents. My parents wouldn't be very happy.
HAPPEN IX-3p:i ROAD 	There is something happpened over there on the road.
HOME g:SCL:I-L-Y"airplane lands":h IX-1p SEARCH FIND 	"You go on home.  When the flight arrives, I'll look for the carrier and then call you when I find it."
SOMETHING/ONE STRANGE ARRIVE part:indef 	Some strange thing/person arrived.
GRASS GONE CL:5"shocking" FINISH 	A grass house is gone.
POSS-1p+ #DOG FINISH DIE 	She added, "My dog is dead."
fs-JOHN FUTURE FINISH READ BOOK 	John will have read the book.
GO-AHEAD (2h)(B-L)IX-loc"Freda" 	Now, here she is!
MORNING GET-UP fs-BUS GET-INTO++ (2h)LCL:C"bus going up mountain" LCL:1"trace path of bus" ARRIVE 	In the morning, we got up, got on the bus, went up the mountain and arrived at the top.
CL:1"person walking up" IN PARTY INFORM SOME POSS-1p FRIEND 	She went back up to the party and informed some of my friends.
fs-JOHN SHOULD FINISH READ BOOK 	John should have read the book.
"WHAT" fs-JOHN LOVE "WHAT" 	What, what does John love?
AWFUL REALLY IX-1p DRIVE IX-1p IN fs-NEVADA REALLY FRIEND TEMPT++ DECIDE CL:3"car pulling over" CASINO fs-CASINO ON BEGIN OF ns-NEV STATE LINE BETWEEN ns-CALIFORNIA AND IX-3p ns-NEV 	My frends and I drove through Nevada.  Three of us were tempting to play gambling so we decided to pull over by casino in border between Nevada and California.
THAT fs-WYOMING MAYBE THAT WHERE IX-3p-arc GET IX-3p-arc MEAT FROM IX-3p part:indef GOOD MEAT SAME IX-1p EAT MEAT IN fs-WYOMING #SO part:indef 	Thats Wymoning.  Maybe that is where we got our meat from.  Its good meat by the way because I ate one there.
CL:2"sitting on" ON #BUS CL:C"vehicle motion" ARRIVE CAMP GROUND 	We went back on the bus and arrived camping ground.
IX-1p POSS-1p FIRST TIME ADMIT IX-1p part:indef 	I have to admit that it was my first time.
POSS-1p FATHER EXPLAIN SAY "wave" IX-2p REALLY IX-2p KISS BOXING 	My father told me that I used to love boxing when I grew up.
IX-1p SEE IX-3p:i 	I saw him eat something.
SAME part:indef REALLY "wow" fs-VERY EXPENSIVE IN ns-LA 	But, wow, it is very expensive in LA.
IX-3p:i fs-JOHN POSS-3p:j FATHER CAR 	That (right over there) is John's father's car.
ICL:"heart beating in the hand" CL:"eating heart" ICL:"throwing heart away" 	While carry person, person eating the heart and then threw it away.
IX-1p FEEL FINE FORGET ABOUT #IT NAH 	I feel fine and just forget about it.
fs-DANA WANT DEAF SISTER 	Dana wanted to have Deaf sister.
PULL 	Pulling
part:indef REALLY YESTERDAY IX-1p WORK WITH FRIEND IX-3p:i 	Yesterday, I worked with my friend.
GRANDFATHER:j IX-3p:j GO-OFF-TO BUSINESS ns-SOUTH+AFRICA 	Great grandfather went to South Africa on business.
MOTHER-FATHER TRUE-BUSINESS part:indef NAH 	My parents said, really? Oh well.
IX-1p BCL:S"rowing"++ IX-1p THINK UNKNOWN BORE UNKNOWN CL:S"rowing"++ 	I was rowing and thought it was bored.
fs-JOHN READ BOOK FINISH 	As for John reading a book, he already did!
fs-JOHN SHOULD NOT BUY HOUSE 	John should not buy a house.
#THEN IX-1p CL:1"walking around" OUT #BUSH CL:5"shape of the object" CL:1"person walking" 	Then I walked out of the bush.
fs-JOHN IX-3p:i HOUSE NOW READ+ BOOK+ 	John is in the house right now reading a book.
fs-JOHN SEE WHO "WHAT" 	Who did John see, who?
IX-1p BECOME FIND fs-OUT BECOME DEAF 	Find out how I became Deaf.
MOTHER-FATHER (2h)alt.GIVE+++:i BUY++ BOOK (2h)alt.GIVE+:i UP-TO-NOW 	His parents have been giving and buying him books for a while now.
fs-JOHN fs-MARY IX-loc:j IX-3p:i LOVE IX-3p:j 	It is Mary whom John loves.
POSS-1p MOTHER part:indef TELL UNKNOWN WARN UNKNOWN SEE++ 	My mother told her to take it easy, we will see.
fs-JOHN FINISH READ+ BOOK 	John finished reading the book.
fs-JOHN IX-3p:i FUTURE GIFT:j (1h)CAR IX-3p:j FATHER 	It's John who will give a car to (his) father.
IX-3p:i PERFECT IX-3p:i POSS-1p KIND FINE IX-3p:j NOT POSS-1p KIND GO-AWAY VERY SELECTIVE cl:5 "picking objects" part:indef 	They are very selective, pick who they want to be friends with.
IX-1p LOOK part:indef FINE IX-1p GO-AHEAD BATHROOM FINISH 	I looked around and said it should be fine and went ahead to bathroom, then I finished.
TEACHER i:GIFT++:j BOY BOOK 	The teacher gives the boy a book repeatedly.
fs-JOHN (2h)GIVE:j MOTHER CHOCOLATE (L)FUTURE SOON 	About John giving mother chocolate, will he do it soon?
IX-1p REALLY SAD COW CAN^NOT MOVE REALLY SEE "wow" AWFUL CL:3"car moving" REALLY END OF THAT GATE AROUND IX-3p HAVE fs-BUTCHER-SHOP REALLY CUT SHOW DEAD COW HANG 	I looked at cows while I was driving and I feel sad for them because they couldnt even move.  In end of the gate, I saw butcher shop where will cut cow off and dead cows hanging near by.
STUDENT FUTURE READ+ HOW-MANY BOOK part:indef 	How many books WILL the students READ?
BUT ANYWAY SIT 	But anyway I was sitting
fs-JOHN neu:GIFT:j IX-3p:j MAN IX-loc:j NEW COAT 	John gave the man way over there a new coat.
GET-INTO DRIVE WRONG ENGINE-FALL-OUT 	He started out driving, but his car broke down.
fs-MARY SELF-3p:i PREFER CORN 	Mary herself prefers corn.
IX-1p NOT THINK IX-3p:i cl:5 "liquid all over" IX-1p part:indef 	I was not thinking.  The liquid was all over on my hand.
BLACK BLUE REALLY part:indef 	There was black and blue bruise on my head.
SOMETHING/ONE BOAT SCL:B"boat sink" part:indef 	Some boat sank (I think).
IX-3p:i fs-JOHN BUY (Y)YESTERDAY "WHAT"	what did john buy yesterday?
POSS-1p FRIEND (Y)WOW THRILL/WHAT'S-UP "WHAT" WIN fs-LOTTERY IX-3p:i	my friend is thrilled because he won the lottery.
fs-NETFLIX i:SEND/MAIL-1p IX-1p fs-DVD (2h)(nd-B-L)IX-3p:j 3"come on" SCRATCH "aw man"	netflix sent me a dvd but it was scratched.
HOT fs-DAY GO-OUT+ IX-3p:i fs-JOHN GO LIBRARY READ MAGAZINE FINEwg #AC COOL	if it's hot out, john will go to the library and read a magazine because there is air conditioning in the library.
#ALL (5)MAN GROUP/TOGETHER DEPART TOGETHER/GO-STEADY	all the men left together.
#ALL2 LEARN+AGENT ARRIVE ON TIME NONE TEST	if all the students arrive on time, there won't be a test.
#ALL2 LEARN+AGENT PASS TEST NONE SCHOOL TOMORROW	if all the students pass the test, then there will be no school tomorrow.
fs-PETE IX-3p:i (2h)KNOW+NEG HOW USE COMPUTER2 part:indef #NO+ (1h)5"wave no" IX-3p:i EXTENSIVE-KNOWLEDGE IX-3p:i HAVE THREE COMPUTER #AT HOME (1h)part:indef	"pete doesn't know how to use a computer." "no, pete is a genius. he has three computers at home."
(Y)YESTERDAY #BUS IX-1p SIT-continuative (5)MAN STRANGE LCL:curved-V "person sit next to me" TALK++ IX-1p            part:indef	yesterday i was on the bus and a strange man sat next to me and started talking. i just stared at him.
POSS-1p+ NEW+ #CAR IX-1p 5"awestruck" KISS-FIST IX-1p	i love my new car.
IX-3p:i fs-JOHN IX-loc:i NOT (5)ACCIDENT IX-loc:j fs-TRUCK 5"wave no" IX-loc:i (5)ACCIDENT IX-loc:k #CAR CAR	john didn`t get in a car accident with a truck, he was in an accident with another car.
PICK-1p GROUP #CLUB JOIN (2h)5"wow" HONOR	i was picked to join the club. wow, it was an honor.
#IF IX-3p:i fs-JOHN #DO THAT TO/UNTIL IX-1p FINE RELATIONSHIP-OFF PAST	if john did that to me, we would have broken it off a long time ago.
PAST+ TAKE-BREAK IX-1p READY #DO HOMEWORK FROM-NOW-ON EMPTY-FROM-NOW-ON READY	last break, i completed all of my homework ahead of time.
PAST+ALL-NIGHT IX-1p #DO HOMEWORK 5"wow" A-LOT	last night i did a lot of homework.
MOVIE QUOTE/TOPIC IX-loc:i VOTE+ fs-ELECTION IX-3p:i (1h)GOOD/THANK-YOU FUNNY #DO++ part:indef	was the movie election any good? is it funny?
#IF+ POSS-1p FAMILY PROCEED TAKE-UP DCL:crvd-B"small puppies" DOG IX-1p+ FUTURE BUY BEAUTIFUL COLLAR FOR IX-3p-pl-arc SMALL #DOG	if the family doesn't adopt the puppies, we will buy collars for them.
FAMILY IX-3p:i TAKE-UP DCL:crvd-B"small puppies" #DOG QMwg	did the family adopt small puppies?
IX-3p:i NOT POSS-1p #DOG+ IX-3p:i	that dog isn't mine.
IX-3p:i fs-MARY FUNNY IX-3p:i WANT+ UGLY #DOG2 part:indef	mary is funny. she really wants an ugly dog.
fs-MARY GO-OUT FARM+ BUY #FRESH BUTTER+	mary goes to the farm to buy fresh butter.
CAR NOT BREAK part:indef IX-3p:i NONE/NOTHING #GAS part:indef	the car's not broken, there's just no gas.
CAR IX-loc:i FULL #GAS HAVE (1h)part:indef	the car has a full tank of gas.
IX-3p:i CAR NOT BREAK-DOWN MAYBE RUN-OUT #GAS part:indef	the car didn't break down. maybe it ran out of gas.
CAR IX-3p:i HAVE #GAS FINISH-shake CHECK	the car has gas, i already checked.
IX-2p GRADUATE #HS #WHEN IX-2p FUTURE GO COLLEGE IX-2p	when did you graduate high school? will you go to college?
#IF RAIN++ IX-1p GO-OUT HOME	if it rains, i`ll go home.
#IF IX-2p (1h)HAVE BOOK IX-2p IX-1p MAYBE READ IX-1p	if you have a book, i will probably read it.
#IF IX-3p:i NOT PASS IX-3p:j COURSE THIS IX-3p:i CANNOT GRADUATE IX-3p:i	if he doesn`t pass this course, he can`t graduate.
#IF TOMORROW CLOSE-DOOR SCHOOL++ CLOSE-DOOR KID GUARANTEE PLAY-contiuative SNOW	if school is closed tomorrow, kids will play in the snow.
#IF IX-3p:i HAVE TIME+ IX-3p:i FUTURE COOK+ COOKIE	if he has time, he will bake cookies.
#IF IX-2p (1h)WANT WALK+ CAN WALK+ IX-loc:i fs-PARK	if you want to walk, you can walk to the park.
#IF IX-1p STUDY FUTURE FAIL	if i don't study, i will fail.
#NO+ IX-1p VOMIT+ #IF PINEAPPLE fs-CREAM CHEESE ONLY IX-3p:i fs-LOX IX-1p FINE+	no, i wouldn't stop vomiting if i had pineapple cream cheese. lox only is fine with me.
#NO IX-1p (2h)VOMIT/HATE++ #IF IX-1p EAT PINEAPPLE fs-CREAM CHEESE (1h)5"wave no" IX-1p FAVORITE/PREFER+ fs-LOX	no, i would not stop vomitting if i ate pineapple cream cheese. i prefer lox.
IX-2p FUTURE SEE IX-2p fs-MARY IX-3p:j (P)PARTY2 NOT-MIND TELL:j j:CALL-1p (1h)part:indef #NO IX-1p DOUBT FUTURE GO-OUT IX-loc:k BUT #IF IX-1p SEE:j IX-2p IX-1p FUTURE TELL:i CALL:k 5"of course"	you'll see mary at the party. would you tell her to call me?" "i doubt that i'll be going out but if i see her i will tell her to call you."
5"wave no" NOT EAT COOKIE 5"wave no" IX-loc:i WITH BUTTER+ 5"wave no" 5"ok, hey" IX-1p LIKE BUT #IF IX-3p:i BUTTER+ IX-1p NOT-CARE (1h)part:indef	?don`t eat cookies with butter.? ?well, i like cookies, but if they have butter, i still don`t care.?
POSS-1p SUGGEST NOT (1h)5"hey no" FLY-BY-PLANE ns-AMERICAN-AIRLINES 5"wave no" EXPENSIVE2 #NO 5"ok, hey" EXPENSIVE2 BUT #IF IX-3p:i EXPENSIVE IX-1p STUCK ANYWAY/NOT-MATTER+ ONLY ONE WITH FLY-BY-PLANE STRAIGHT FROM ns-BOSTON TO/UNTIL fs-MIAMI part:indef	?i suggest that you don`t fly with american airlines because their plane tickets are expensive.? ?no. well, yes, they are probably expensive but if they are really expensive, i`m stuck because they are the only one with a direct flight from boston to miami.?
IX-3p:i MUST NOT GO-OUT (S)BASEBALL 5"wave no" FUTURE RAIN+ #NO FUTURE NOT RAIN BUT #IF RAIN STILL REFUSE CANCEL ANYWAY/NOT-MATTER+ part:indef	"he/she shouldn't go to the baseball game because it's going to rain." "no, it's not going to rain, and even if it did, the baseball game wouldn't be cancelled."
#IF TOMORROW SNOW GUARANTEE SCHOOL FUTURE CLOSE-DOOR	if it snows tomorrow, then it's a guarantee that school will be closed.
IX-1p NOT THRILL/WHAT'S-UP #IF HAVE PINEAPPLE fs-CREAM CHEESE part:indef	i won't be thrilled if there's pineapple cream cheese.
#IF IX-3p:i PINEAPPLE fs-CREAM CHEESE (1h)5"wave no" IX-1p REFUSE EAT+ fs-BAGEL (1h)5"wave no"	if that is pineapple cream cheese then i won't eat the bagel.
i:SAME-1p IX-3p:i #IF IX-3p:j HAVE PINEAPPLE fs-CREAM CHEESE IX-1p REFUSE EAT fs-BAGEL i:SAME-1p	i agree with you. if that's pineapple cream cheese then i won't eat the bagel.
#IF PLAN++ UP-AHEAD TIME CAN SAVE MONEY+	if you plan ahead of time you can save money.
#IF IX-2p WIN fs-LOTTERY IX-1p-pl-2+:i DEPART ns-JAMAICA	if you win the lottery, we are going to jamaica.
#IF IX-2p SPELL ONE WORD MISTAKE IX-3p:i FUTURE WRITE SUBTRACT	if you spell even one word wrong, he will take away points for it!
IX-loc:i ILLEGAL #IF NONE/NOTHING2 fs-TAX ILLEGAL	it's illegal to not have a tax.
#IF IX-1p NICE/CLEAN+ KITCHEN MOTHER (1h)i:GIFT-1p TWENTY DOLLAR	if i clean the kitchen, mom will give me twenty dollars.
#IF IX-3p-pl-arc CHILDREN DYE DCL:5"hair dyed all over" ORANGE POSS-3p:i/j+ MOTHER+FATHER NOT (1h)HAPPY	if the children dye their hair orange, their parents will not be happy.
#IF SWIM IX-1p WANT+NEG FUTURE DO-DO SCL:bent-U-L"person walking"	if i don't want to swim, i will walk along the edge of the water.
#IF IX-1p SWIM+ IX-3p:i fs-BEACH IX-1p SUN2 (2h)#BURN FUTURE IX-1p	if i swim at the beach, i will definitely get a sun burn.
#IF FATHER ARRIVE HOME fs-LATE NIGHT+ (1h)TEND ORDER PIZZA4 DISH	if father arrives home late at night, he tends to order pizza.
#IF FRIEND IX-loc:i GROUP/TOGETHER DEPART        FUTURE STAY HOME LOOK #TV+	if the friends don't go out together, they will stay home and watch tv.
#IF IX-3p:i FAMILY IX-loc:i NOT TAKE-UP IX-3p-pl-arc DCL:crvd-B"small puppies" DOG part:indef POSS-1p FRIEND FUTURE	if the family doesn't adopt the puppies, my friend will.
#IF+ fs-JOHN DO THAT TO IX-1p IX-1p 5"whoa" RELATIONSHIP-OFF IX-1p	if john did that to me, i won't be friends with him anymore.
#IF+ IX-1p NONE/NOTHING BOOK READ IX-1p NONE/NOTHING IX-1p BORE IX-1p part:indef	if i don't have a book to read, i get bored.
#IF+ IX-1p NOT STUDY+ IX-1p GUARANTEE FAIL IX-1p	if i don't study, i am guaranteed to fail.
#IF+ FRIEND GROUP/TOGETHER DCL:crvd-5"group-go-together" CAMP+ IX-1p+ JOIN	if a group of friends go camping together, i will join them.
#IF+ fs-BOB SUCCEED PUT-AWAY DCL:S/5"fire starting" (2h)alt.FIRE IX-1p MUST (2h)LOOK-DOWN	if bob is successful with the fire, i will have to watch it.
#IF+ MOTHER 5"forget it" NOT NICE/CLEAN KITCHEN IX-1p+ MUST IX-1p	if mom doesn't feel like cleaning the kitchen, i have to do it.
#IF+ MOTHER+ NICE/CLEAN+ KITCHEN IX-1p-pl CANNOT COOK COOKIE NOW	if mother is cleaning the kitchen, we can't bake cookies today.
#IF+ IX-1p LOOK-DOWN fs-BEACH CROWDED IX-1p 5"forget it"	if i see that the beach is crowded, i won't go.
#IF+ KID PLAY-continuative fs-PARK IX-loc:i NIGHT+ FUTURE EXAUST	if the kids play at the park, they will be exausted tonight.
#IF+ IX-3p:i FATHER ARRIVE HOME fs-LATE NIGHT+ IX-3p:i CANNOT i:HELP-1p WITH POSS-1p-pl HOME+WORK part:indef	if father arrives home late at night, he can't help us with our homework.
#IF+ FATHER ARRIVE HOME fs-LATE NIGHT+ MOTHER FUTURE BAWL-OUT+:i WHY++ IX-1p GRAB-CHANCE IX-1p-pl-circle SEE CHILDREN IX-1p-pl-arc BEFORE2 BED part:indef	if father arrives home late tonight, mom will yell at him because he would have missed the chance to see his children before bed.
#IF+ FATHER ARRIVE HOME fs-LATE NIGHT+ IX-3p:i KNOW+(1h)NEG IX-1p-pl-arc NOT IX-loc:i (1h)part:indef	if dad arrives home late, he won't know we aren't there.
#IF+ FATHER IX-3p:i ARRIVE HOME fs-LATE NIGHT NOT CAN i:HELP-1p MORE HOME+WORK	if father doesn't come home late tonight, he can help me with my homework.
#IF+ MOTHER SCL:bent-U-L"person walking" SELL++ FUTURE BUY MILK	if mom walks to the store, she will buy milk.
#IF+ MOTHER NOT SCL:bent-U-L"person walking" SELL+ part:indef NONE/NOTHING MILK part:indef	if mom doesn't walk to the store, there won't be any milk.
#IF++ HAVE PINEAPPLE fs-CREAM+fs-CHEESE IX-1p+++ REFUSE EAT+ DCL:crvd-L"bagel" fs-BAGEL IX-1p (1h)part:indef	if it has pineapple cream cheese on it, i won't eat the bagel.
IX-3p:i (5)MAN IX-2p RECENT-PAST MEET IX-loc:i SEARCH-FOR #JOB IX-3p:i	that man you just met is looking for a job.
#JOB IX-loc:i part:indef NOT HARD (1h)part:indef	that job isn't hard.
IX-1p NOT ARRIVE #LATE IX-1p ON-TIME IX-1p	no, i wasn't late; i arrived on time.
IX-3p:i ADULT-TALL fs-HEIGHT AFRAID CORRECT QMwg #NO IX-1p NOT (25)WHY IX-3p:i THINK THAT part:indef	"you are afraid of heights, right?" "no, i'm not afraid of heights. why would you think that?
IX-1p DRINK WATER IX-3p:i TASTE FUNNY (1h)5"perplexed" #NO TASTE OF-COURSE TO/UNTIL IX-1p (2h)"I don't know"	"the water i drank tasted funny." "no it tastes normal to me."
fs-JOHN DRIVE fs-MARY WORK #NO (1h)5"wave no" IX-loc:i (1h)TEND fs-AMY	does john drive mary to work? no, he usually drives amy to work.
IX-3p:i CAR IX-loc:i BREAK-DOWN NOT #NO	no, the car is not broken.
#NO IX-1p NOT LIKE PINEAPPLE fs-CREAM CHEESE IX-1p FAVORITE/PREFER+ fs-LOX	no, i don't like pineapple cream cheese. i prefer lox.
#NO IX-1p NOT HAVE CAR	no, i don't have a car.
#NO IX-1p NOT LIKE PINEAPPLE fs-CREAM CHEESE #NO	no! i don't like pineapple cream cheese.
POSS-2p:i SISTER NOT LIKE PINEAPPLE fs-CREAM CHEESE #NO	no, your sister doesn't like pineapple cream cheese.
fs-JOHN #NO+ (1h)TEND TAKE fs-MARY NOT IX-3p:i (1h)TEND SCL:1"John and Mary walk together" (3)WALK+ SCL:1"John and Mary walk together" TO/UNTIL WORK+	john doesn't usually take mary to work, they usually walk to work together.
IX-3p:i CAR NOT BREAK-DOWN #NO+	no, the car didn't break down.
TWO PLUS ONE EQUAL SIX #NO+ TWO PLUS ONE EQUAL THREE	two plus one equals six. no, two plus one equals three.
fs-MARY IX-3p:i NOT VEGETABLE #NO+	no, mary is not a vegetarian.
MOTHER+ NAME fs-JANET #NO+ NAME fs-JANE	mother's name is jane, not janet.
IX-1p CANNOT BELIEVE IX-3p:i GUILTY+ #NO+	no, i can't believe he/she is guilty.
#NO+ NOT STOP 5"perplexed"	no, he/she didn't stop.
fs-JOHN IX-3p:i NOT BREAK WINDOW #NO+ IX-3p:j fs-SALLY	john didn't break the window, sally did.
fs-JOHN IX-3p:i NOT BUY TURKEY #NO+ IX-3p:j fs-JAMES BUY TURKEY	john didn't buy the turkey, james did.
fs-JOHN IX-3p:i BREAK WINDOW #NO+ IX-3p:j fs-JAMES	john didn't break the window, james did.
(1h)HAPPY+ NOT (1h)HAPPY+ #NO+	no, i'm not happy.
IX-1p (1h)HAPPY+ NONE/NOTHING2 #NO+ IX-1p SAD 5"ok (giving in)"	i'm not happy, i'm sad.
IX-3p:i START ICL"opening can" #NO+ (1h)5"wave no" NOT IX-1p	it wasn't me who started to open the can.
